Text Command,Topic,Identifier,Action,One Hot Encoded Topic,One Hot Encoded Action,Verb/Noun
start on Evaluate profit margins,Task,Evaluate profit margins,In Progress,"[1,0]","[0,1,0,0,0]",start
assign at risk to project Evaluate profit margins,Project,Evaluate profit margins,At Risk,"[0,1]","[0,0,1,0,0]",assign
Evaluate profit margins project is dangerous,Project,Evaluate profit margins,Danger,"[0,1]","[0,0,0,1,0]",BACKTRANSLATED
risk project Evaluate profit margins,Project,Evaluate profit margins,At Risk,"[0,1]","[0,0,1,0,0]",risk
create a new project called Evaluate profit margins,Project,Evaluate profit margins,Create,"[0,1]","[1,0,0,0,0]",BACKTRANSLATED
assign in review to task Evaluate profit margins,Task,Evaluate profit margins,In Review,"[1,0]","[0,0,1,0,0]",assign
project Evaluate profit margins is on target,Project,Evaluate profit margins,On Target,"[0,1]","[0,1,0,0,0]",on target
started Evaluate profit margins,Task,Evaluate profit margins,In Progress,"[1,0]","[0,1,0,0,0]",started
Evaluate profit margins task was complete,Task,Evaluate profit margins,Completed,"[1,0]","[0,0,0,0,1]",completed
started on Evaluate profit margins,Task,Evaluate profit margins,In Progress,"[1,0]","[0,1,0,0,0]",started
assignment to an ongoing Evaluate profit margins task,Task,Evaluate profit margins,In Progress,"[1,0]","[0,1,0,0,0]",BACKTRANSLATED
Evaluate profit margins create a task,Task,Evaluate profit margins,To Do,"[1,0]","[1,0,0,0,0]",BACKTRANSLATED
created a new Evaluate profit margins project,Project,Evaluate profit margins,Create,"[0,1]","[1,0,0,0,0]",BACKTRANSLATED
Evaluate profit margins project on track,Project,Evaluate profit margins,On Target,"[0,1]","[0,1,0,0,0]",on track
assign blocked to Evaluate profit margins,Task,Evaluate profit margins,Blocked,"[1,0]","[0,0,0,1,0]",assign
on target project Evaluate profit margins,Project,Evaluate profit margins,On Target,"[0,1]","[0,1,0,0,0]",on target
i created a task called Evaluate profit margins,Task,Evaluate profit margins,To Do,"[1,0]","[1,0,0,0,0]",BACKTRANSLATED
Evaluate profit margins project is on target,Project,Evaluate profit margins,On Target,"[0,1]","[0,1,0,0,0]",on target
Evaluate profit margins new project,Project,Evaluate profit margins,Create,"[0,1]","[1,0,0,0,0]",new
assign blocked to task Evaluate profit margins,Task,Evaluate profit margins,Blocked,"[1,0]","[0,0,0,1,0]",assign
Evaluate profit margins project at risk,Project,Evaluate profit margins,At Risk,"[0,1]","[0,0,1,0,0]",at risk
