Text Command,Topic,Identifier,Action,One Hot Encoded Topic,One Hot Encoded Action,Verb/Noun
create project titled Plan campaign,Project,Plan campaign,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
create task named Plan campaign,Task,Plan campaign,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
move Plan campaign to accomplished,Project,Plan campaign,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
project Plan campaign at risk,Project,Plan campaign,At Risk,"[0,1]","[0,0,1,0,0]",at risk
Plan campaign project is on lead,Project,Plan campaign,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
Plan campaign survey,Task,Plan campaign,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
assign at jeopardy to project Plan campaign,Project,Plan campaign,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
designate on target to Plan campaign,Project,Plan campaign,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
assign Plan campaign project on aim,Project,Plan campaign,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
project Plan campaign on objective,Project,Plan campaign,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
assign in critique to Plan campaign task,Task,Plan campaign,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
Plan campaign obstructed,Task,Plan campaign,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
created radical project Plan campaign,Project,Plan campaign,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
in progress tax Plan campaign,Task,Plan campaign,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
project Plan campaign on mark,Project,Plan campaign,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
start on labor Plan campaign,Task,Plan campaign,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
designate at risk to Plan campaign project,Project,Plan campaign,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
created radical task called Plan campaign,Task,Plan campaign,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
assign Plan campaign at hazard,Project,Plan campaign,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
Plan campaign task was realized,Task,Plan campaign,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
design Plan campaign was completed,Project,Plan campaign,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
create new task named Plan campaign,Task,Plan campaign,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
Plan campaign job is complete,Task,Plan campaign,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
labor Plan campaign blocked,Task,Plan campaign,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
problem with project Plan campaign,Project,Plan campaign,Danger,"[0,1]","[0,0,0,1,0]",problem
Plan campaign project is on target,Project,Plan campaign,On Target,"[0,1]","[0,1,0,0,0]",on target
put on target to Plan campaign,Project,Plan campaign,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
assign project Plan campaign at hazard,Project,Plan campaign,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
Plan campaign new job,Task,Plan campaign,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
hot project Plan campaign,Project,Plan campaign,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
plan Plan campaign is on target,Project,Plan campaign,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
chore Plan campaign review,Task,Plan campaign,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
assign in build to Plan campaign,Task,Plan campaign,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
Plan campaign at peril,Project,Plan campaign,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
make Plan campaign project,Project,Plan campaign,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
put Plan campaign project at risk,Project,Plan campaign,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
problem with Plan campaign chore,Task,Plan campaign,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
completed tax Plan campaign,Task,Plan campaign,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
Plan campaign project is on cross,Project,Plan campaign,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
problem with Plan campaign throw,Project,Plan campaign,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
labor Plan campaign is completed,Task,Plan campaign,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
cast Plan campaign on schedule,Project,Plan campaign,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
put in progress to task Plan campaign,Task,Plan campaign,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
Plan campaign job was completed,Task,Plan campaign,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
act Plan campaign to completed,Project,Plan campaign,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
in review Plan campaign chore,Task,Plan campaign,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
Plan campaign is on schedule,Project,Plan campaign,On Target,"[0,1]","[0,1,0,0,0]",on schedule
closed task Plan campaign,Task,Plan campaign,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
completed throw Plan campaign,Project,Plan campaign,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
started labor Plan campaign,Task,Plan campaign,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
assign danger to Plan campaign,Project,Plan campaign,Danger,"[0,1]","[0,0,0,1,0]",assign
Plan campaign is good,Task,Plan campaign,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
on target Plan campaign project,Project,Plan campaign,On Target,"[0,1]","[0,1,0,0,0]",on target
assign on place to Plan campaign,Project,Plan campaign,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
produce project Plan campaign,Project,Plan campaign,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
created hot Plan campaign project,Project,Plan campaign,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
Plan campaign at risk,Project,Plan campaign,At Risk,"[0,1]","[0,0,1,0,0]",at risk
starting on labor Plan campaign,Task,Plan campaign,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
assign on point to Plan campaign,Project,Plan campaign,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
in progress Plan campaign,Task,Plan campaign,In Progress,"[1,0]","[0,1,0,0,0]",in progress
task Plan campaign in review,Task,Plan campaign,In Review,"[1,0]","[0,0,1,0,0]",in review
project Plan campaign is cover on track,Project,Plan campaign,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
assign see Plan campaign at risk,Project,Plan campaign,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
plan Plan campaign was complete,Project,Plan campaign,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
Plan campaign see is at risk,Project,Plan campaign,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
delegate task Plan campaign in review,Task,Plan campaign,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
create baby task Plan campaign,Task,Plan campaign,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
create design Plan campaign,Project,Plan campaign,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
assign on target to task Plan campaign,Project,Plan campaign,On Target,"[0,1]","[0,1,0,0,0]",assign
review tax Plan campaign,Task,Plan campaign,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
assign on target to chore Plan campaign,Project,Plan campaign,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
assign in follow-up to Plan campaign task,Task,Plan campaign,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
assign on place to Plan campaign project,Project,Plan campaign,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
obstructed Plan campaign task,Task,Plan campaign,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
Plan campaign cover on track,Project,Plan campaign,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
assign task Plan campaign in build,Task,Plan campaign,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
designate Plan campaign task in progress,Task,Plan campaign,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
assign task Plan campaign in advance,Task,Plan campaign,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
assign Plan campaign in refresh,Task,Plan campaign,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
project Plan campaign on track,Project,Plan campaign,On Target,"[0,1]","[0,1,0,0,0]",on track
Plan campaign all,Project,Plan campaign,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
in progress Plan campaign job,Task,Plan campaign,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
project Plan campaign back on cross,Project,Plan campaign,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
new see Plan campaign,Project,Plan campaign,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
assign in advancement to Plan campaign,Task,Plan campaign,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
plan Plan campaign is on track,Project,Plan campaign,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
Plan campaign review,Task,Plan campaign,In Review,"[1,0]","[0,0,1,0,0]",review
Plan campaign plan is back on track,Project,Plan campaign,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
started Plan campaign project,Task,Plan campaign,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
Plan campaign completed,Task,Plan campaign,Completed,"[1,0]","[0,0,0,0,1]",completed
assign Plan campaign task in critique,Task,Plan campaign,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
Plan campaign throw is completed,Project,Plan campaign,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
put at risk to Plan campaign project,Project,Plan campaign,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
on target Plan campaign see,Project,Plan campaign,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
attribute danger to Plan campaign,Project,Plan campaign,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
create novel task called Plan campaign,Task,Plan campaign,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
project Plan campaign is good,Project,Plan campaign,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
Plan campaign project on track,Project,Plan campaign,On Target,"[0,1]","[0,1,0,0,0]",on track
critique Plan campaign,Task,Plan campaign,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
labor Plan campaign in review,Task,Plan campaign,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
created hot task called Plan campaign,Task,Plan campaign,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
created project named Plan campaign,Project,Plan campaign,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
Plan campaign tax is completed,Task,Plan campaign,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
complete task Plan campaign,Task,Plan campaign,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
created new Plan campaign labor,Task,Plan campaign,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
assign at hazard to Plan campaign project,Project,Plan campaign,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
job with Plan campaign project,Project,Plan campaign,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
starting Plan campaign task,Task,Plan campaign,In Progress,"[1,0]","[0,1,0,0,0]",starting
assign labor Plan campaign in progress,Task,Plan campaign,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
Plan campaign project risk,Project,Plan campaign,At Risk,"[0,1]","[0,0,1,0,0]",risk
task Plan campaign realized,Task,Plan campaign,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
danger Plan campaign see,Project,Plan campaign,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
review Plan campaign labor,Task,Plan campaign,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
Plan campaign see on schedule,Project,Plan campaign,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
Plan campaign is back on dog,Project,Plan campaign,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
task Plan campaign was complete,Task,Plan campaign,Completed,"[1,0]","[0,0,0,0,1]",completed
begin task Plan campaign,Task,Plan campaign,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
Plan campaign see complete,Project,Plan campaign,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
create chore Plan campaign,Task,Plan campaign,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
Plan campaign job completed,Task,Plan campaign,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
on target Plan campaign plan,Project,Plan campaign,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
started on project Plan campaign,Task,Plan campaign,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
created new chore Plan campaign,Task,Plan campaign,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
create green Plan campaign,Task,Plan campaign,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
task Plan campaign was completed,Task,Plan campaign,Completed,"[1,0]","[0,0,0,0,1]",completed
created labor Plan campaign,Task,Plan campaign,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
created design Plan campaign,Project,Plan campaign,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
there is a job with project Plan campaign,Project,Plan campaign,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
Plan campaign support on track,Project,Plan campaign,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
put blocked to Plan campaign,Task,Plan campaign,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
delegate Plan campaign on target,Project,Plan campaign,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
put Plan campaign in review,Task,Plan campaign,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
Plan campaign is on cross,Project,Plan campaign,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
created Plan campaign plan,Project,Plan campaign,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
task Plan campaign was thorough,Task,Plan campaign,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
there is a problem with tax Plan campaign,Task,Plan campaign,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
on target plan Plan campaign,Project,Plan campaign,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
throw Plan campaign is danger,Project,Plan campaign,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
Plan campaign labor completed,Task,Plan campaign,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
see Plan campaign was complete,Project,Plan campaign,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
project Plan campaign was all,Project,Plan campaign,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
protrusive task Plan campaign,Task,Plan campaign,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
realized Plan campaign project,Project,Plan campaign,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
project Plan campaign jeopardy,Project,Plan campaign,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
Plan campaign design is on schedule,Project,Plan campaign,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
create Plan campaign task,Task,Plan campaign,To Do,"[1,0]","[1,0,0,0,0]",create
Plan campaign project back on dog,Project,Plan campaign,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
make new task called Plan campaign,Task,Plan campaign,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
Plan campaign tax in review,Task,Plan campaign,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
create new cast Plan campaign,Project,Plan campaign,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
produce project called Plan campaign,Project,Plan campaign,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
Plan campaign task critique,Task,Plan campaign,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
Plan campaign task is out of use,Task,Plan campaign,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
created new chore called Plan campaign,Task,Plan campaign,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
Plan campaign design was completed,Project,Plan campaign,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
in progress Plan campaign project,Task,Plan campaign,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
Plan campaign project hazard,Project,Plan campaign,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
Plan campaign project is back on course,Project,Plan campaign,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
assign on place to task Direct marketing,Project,Direct marketing,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
project Direct marketing chance,Project,Direct marketing,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
blocked Direct marketing project,Task,Direct marketing,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
task Direct marketing is obstructed,Task,Direct marketing,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
Direct marketing is in peril,Project,Direct marketing,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
project Direct marketing was over,Project,Direct marketing,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
new tax Direct marketing,Task,Direct marketing,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
Direct marketing task survey,Task,Direct marketing,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
novel task Direct marketing,Task,Direct marketing,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
task Direct marketing is in review,Task,Direct marketing,In Review,"[1,0]","[0,0,1,0,0]",in review
project Direct marketing game on track,Project,Direct marketing,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
assign in progression to task Direct marketing,Task,Direct marketing,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
designate danger to Direct marketing,Project,Direct marketing,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
chore Direct marketing is completed,Task,Direct marketing,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
create radical Direct marketing project,Project,Direct marketing,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
Direct marketing task in build up,Task,Direct marketing,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
danger Direct marketing cast,Project,Direct marketing,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
Direct marketing cast was completed,Project,Direct marketing,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
created cast Direct marketing,Project,Direct marketing,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
assign at peril to Direct marketing project,Project,Direct marketing,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
Direct marketing job is completed,Task,Direct marketing,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
new chore Direct marketing,Task,Direct marketing,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
there is a problem with Direct marketing project,Project,Direct marketing,Danger,"[0,1]","[0,0,0,1,0]",problem
Direct marketing project in progress,Task,Direct marketing,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
make new Direct marketing project,Project,Direct marketing,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
task Direct marketing survey,Task,Direct marketing,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
task Direct marketing sound,Task,Direct marketing,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
project Direct marketing is back on dog,Project,Direct marketing,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
starting Direct marketing project,Task,Direct marketing,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
starting on tax Direct marketing,Task,Direct marketing,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
Direct marketing is in refresh,Task,Direct marketing,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
critique task Direct marketing,Task,Direct marketing,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
Direct marketing task is completed,Task,Direct marketing,Completed,"[1,0]","[0,0,0,0,1]",completed
Direct marketing good,Project,Direct marketing,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
created novel Direct marketing task,Task,Direct marketing,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
assign in survey to task Direct marketing,Task,Direct marketing,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
starting on Direct marketing tax,Task,Direct marketing,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
Direct marketing project cover on track,Project,Direct marketing,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
Direct marketing project back on cross,Project,Direct marketing,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
project Direct marketing is complete,Project,Direct marketing,Completed,"[0,1]","[0,0,0,0,1]",complete
Direct marketing design is complete,Project,Direct marketing,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
assign Direct marketing at peril,Project,Direct marketing,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
throw Direct marketing is at risk,Project,Direct marketing,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
run Direct marketing to completed,Project,Direct marketing,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
new cast Direct marketing,Project,Direct marketing,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
completed cast Direct marketing,Project,Direct marketing,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
job Direct marketing was complete,Task,Direct marketing,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
see Direct marketing is completed,Project,Direct marketing,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
Direct marketing critique,Task,Direct marketing,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
attribute Direct marketing project on target,Project,Direct marketing,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
Direct marketing new task,Task,Direct marketing,To Do,"[1,0]","[1,0,0,0,0]",new
Direct marketing project is over,Project,Direct marketing,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
Direct marketing task is in build,Task,Direct marketing,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
there is a job with Direct marketing,Project,Direct marketing,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
create new project called Direct marketing,Project,Direct marketing,Create,"[0,1]","[1,0,0,0,0]",create
cast Direct marketing is complete,Project,Direct marketing,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
design Direct marketing at risk,Project,Direct marketing,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
see Direct marketing is on schedule,Project,Direct marketing,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
ascribe in review to Direct marketing,Task,Direct marketing,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
create Direct marketing labor,Task,Direct marketing,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
Direct marketing task in follow-up,Task,Direct marketing,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
Direct marketing task is blocked,Task,Direct marketing,Blocked,"[1,0]","[0,0,0,1,0]",is
project Direct marketing good,Project,Direct marketing,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
Direct marketing project is on dog,Project,Direct marketing,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
assign Direct marketing on mark,Project,Direct marketing,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
throw Direct marketing is in danger,Project,Direct marketing,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
assign on point to task Direct marketing,Project,Direct marketing,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
problem with Direct marketing project,Project,Direct marketing,Danger,"[0,1]","[0,0,0,1,0]",problem
plan Direct marketing completed,Project,Direct marketing,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
Direct marketing throw is on target,Project,Direct marketing,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
start on task Direct marketing,Task,Direct marketing,In Progress,"[1,0]","[0,1,0,0,0]",start
assign task Direct marketing in progress,Task,Direct marketing,In Progress,"[1,0]","[0,1,0,0,0]",assign
at hazard project Direct marketing,Project,Direct marketing,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
starting on Direct marketing chore,Task,Direct marketing,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
Direct marketing is on docket,Project,Direct marketing,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
see Direct marketing is back on track,Project,Direct marketing,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
create new Direct marketing labor,Task,Direct marketing,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
get task Direct marketing,Task,Direct marketing,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
Direct marketing project review,Task,Direct marketing,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
assign Direct marketing project in progress,Task,Direct marketing,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
create radical project Direct marketing,Project,Direct marketing,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
created green Direct marketing task,Task,Direct marketing,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
Direct marketing project on course,Project,Direct marketing,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
Direct marketing realized,Project,Direct marketing,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
assign in progress to project Direct marketing,Task,Direct marketing,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
Direct marketing in advancement,Task,Direct marketing,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
in recap task Direct marketing,Task,Direct marketing,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
assign Direct marketing design on target,Project,Direct marketing,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
Direct marketing task all,Task,Direct marketing,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
assign blocked to Direct marketing labor,Task,Direct marketing,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
Direct marketing task in refresh,Task,Direct marketing,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
Direct marketing see is danger,Project,Direct marketing,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
delegate at risk to Direct marketing,Project,Direct marketing,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
project Direct marketing is on lead,Project,Direct marketing,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
Direct marketing design is in danger,Project,Direct marketing,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
design Direct marketing on track,Project,Direct marketing,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
Direct marketing new throw,Project,Direct marketing,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
hazard Direct marketing project,Project,Direct marketing,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
baby task Direct marketing,Task,Direct marketing,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
cast Direct marketing is completed,Project,Direct marketing,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
project Direct marketing is completed,Project,Direct marketing,Completed,"[0,1]","[0,0,0,0,1]",completed
Direct marketing chore was completed,Task,Direct marketing,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
created new cast called Direct marketing,Project,Direct marketing,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
Direct marketing cast complete,Project,Direct marketing,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
Direct marketing plan is on target,Project,Direct marketing,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
at adventure Direct marketing,Project,Direct marketing,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
